Publication Number,Patent Type,Pages of Document,Count of Current Assignees,Count of Inventors,Main IPC Section,Simple Family Count,Simple Family Cited by Count,Legal Status & Events,Simple Legal Status,Patent Valuation
TH159994A,Applications,1,1,10,A,1,0,Published,Pending,3000
TH146909A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH158534A,Applications,1,2,6,C,1,0,Published,Pending,3000
TH10851U,Utility models,2,2,6,A,1,0,Granted,Active,3000
TH151526A,Applications,1,1,4,C,1,0,Examining,Pending,3000
TH161352A,Applications,1,3,3,A,1,0,Examining,Pending,3000
TH157350A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH153059A,Applications,1,1,1,A,1,0,Withdrawn,Inactive,3000
TH134108A,Applications,1,1,7,C,1,0,Examining,Pending,3000
TH156860A,Applications,1,1,14,A,1,0,Examining,Pending,3000
TH145399A,Applications,2,1,9,A,1,0,Examining,Pending,3000
TH151555A,Applications,1,1,4,A,1,0,Published,Pending,3000
TH11968U,Utility models,2,1,2,A,1,0,Granted,Active,3000
TH137936A,Applications,3,1,5,A,1,0,Withdrawn,Inactive,3000
TH139017A,Applications,1,1,12,A,1,0,Examining,Pending,3000
TH169656A,Applications,1,2,6,A,1,0,Examining,Pending,3000
TH147956A,Applications,1,1,3,C,1,0,Published,Pending,3000
TH11944U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH147847A,Applications,1,1,6,A,1,0,Withdrawn,Inactive,3000
TH11539U,Utility models,2,1,4,A,1,0,Granted,Active,3000
TH148376A,Applications,1,1,8,A,1,0,Published,Pending,3000
TH149263A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH157594A,Applications,1,1,1,A,1,0,Withdrawn,Inactive,3000
TH165170A,Applications,1,1,4,C,1,0,Examining,Pending,3000
TH163866A,Applications,1,1,20,A,1,0,Examining,Pending,3000
TH164214A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH147686A,Applications,2,1,1,F,1,0,Published,Pending,3000
TH147851A,Applications,1,2,1,A,1,0,Withdrawn,Inactive,3000
TH160989A,Applications,1,1,6,A,1,0,Published,Pending,3000
TH148798A,Applications,1,1,6,A,1,0,Examining,Pending,3000
TH9059U,Utility models,3,1,5,A,1,0,Granted,Active,3000
TH109080A,Applications,1,1,6,A,1,0,Examining,Pending,3000
TH167196A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH151456A,Applications,1,2,2,A,1,0,Examining,Pending,3000
TH164833A,Applications,1,1,5,C,1,0,Examining,Pending,3000
TH129825A,Applications,1,1,1,C,1,0,Examining,Pending,3000
TH152535A,Applications,1,1,6,A,1,0,Examining,Pending,3000
TH11211U,Utility models,2,2,5,A,1,0,Granted,Active,3000
TH11236U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH151505A,Applications,1,1,4,A,1,0,Published,Pending,3000
TH168426A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH148800A,Applications,1,1,7,C,1,0,Published,Pending,3000
TH146278A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH158266A,Applications,2,1,1,A,1,0,Withdrawn,Inactive,3000
TH139015A,Applications,1,1,9,A,1,0,Examining,Pending,3000
TH115472A,Applications,2,1,1,A,1,0,Withdrawn,Inactive,3000
TH112654A,Applications,1,1,4,A,1,0,Withdrawn,Inactive,3000
TH10783U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH134925A,Applications,1,1,12,A,1,0,Examining,Pending,3000
TH152693A,Applications,1,1,1,A,1,0,Withdrawn,Inactive,3000
TH165269A,Applications,1,1,3,C,1,0,Examining,Pending,3000
TH147160A,Applications,1,1,3,C,1,0,Examining,Pending,3000
TH141684A,Applications,1,1,14,A,1,0,Examining,Pending,3000
TH149325A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH128810A,Applications,2,1,1,A,1,0,Examining,Pending,3000
TH163809A,Applications,1,1,2,A,1,0,Published,Pending,3000
TH162698A,Applications,1,1,4,A,1,0,Published,Pending,3000
TH166832A,Applications,2,1,1,A,1,0,Examining,Pending,3000
TH148855A,Applications,2,1,4,A,1,0,Examining,Pending,3000
TH149512A,Applications,1,1,1,A,1,0,Published,Pending,3000
TH141827A,Applications,1,2,4,C,1,0,Examining,Pending,3000
TH149818A,Applications,1,1,14,A,1,0,Published,Pending,3000
TH167208A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH149317A,Applications,1,1,7,A,1,0,Published,Pending,3000
TH154790A,Applications,1,1,2,C,1,0,Published,Pending,3000
TH160618A,Applications,1,1,5,C,1,0,Published,Pending,3000
TH98784A,Applications,1,1,3,C,1,0,Examining,Pending,3000
TH144932A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH11349U,Utility models,2,1,1,B,1,0,Granted,Active,3000
TH11337U,Utility models,2,2,3,A,1,0,Granted,Active,3000
TH151568A,Applications,2,1,4,A,1,0,Examining,Pending,3000
TH163016A,Applications,1,2,5,A,1,0,Examining,Pending,3000
TH170654A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH167606A,Applications,1,1,8,C,1,0,Examining,Pending,3000
TH122154A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH150728A,Applications,1,1,8,A,1,0,Published,Pending,3000
TH150685A,Applications,2,1,6,B,1,0,Published,Pending,3000
TH169770A,Applications,1,1,4,A,1,0,Published,Pending,3000
TH166299A,Applications,1,1,1,A,1,0,Published,Pending,3000
TH147324A,Applications,1,1,7,A,1,0,Examining,Pending,3000
TH146144A,Applications,1,1,6,A,1,0,Examining,Pending,3000
TH11573U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH11164U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH124795A,Applications,3,1,1,A,1,0,Examining,Pending,3000
TH159422A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH162137A,Applications,1,1,6,A,1,0,Examining,Pending,3000
TH148815A,Applications,1,2,4,C,1,0,Examining,Pending,3000
TH12432U,Utility models,2,1,2,C,1,0,Granted,Active,3000
TH149872A,Applications,1,2,4,A,1,0,Examining,Pending,3000
TH11546U,Utility models,2,3,3,A,1,0,Granted,Active,3000
TH147563A,Applications,1,1,3,C,1,0,Withdrawn,Inactive,3000
TH152868A,Applications,1,1,2,A,1,0,Examining,Pending,3000
TH11537U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH154097A,Applications,1,1,6,A,1,0,Published,Pending,3000
TH163848A,Applications,1,1,3,A,1,0,Published,Pending,3000
TH151181A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH165960A,Applications,1,1,3,C,1,0,Examining,Pending,3000
TH131534A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH161049A,Applications,1,1,11,A,1,0,Published,Pending,3000
TH149979A,Applications,1,1,6,A,1,0,Examining,Pending,3000
TH165916A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH108764A,Applications,1,1,4,C,1,0,Withdrawn,Inactive,3000
TH151392A,Applications,1,1,16,A,1,0,Published,Pending,3000
TH150595A,Applications,1,2,10,A,1,0,Examining,Pending,3000
TH146425A,Applications,1,1,2,A,1,0,Withdrawn,Inactive,3000
TH148346A,Applications,1,1,10,A,1,0,Published,Pending,3000
TH149821A,Applications,1,1,8,C,1,0,Examining,Pending,3000
TH10697U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH138426A,Applications,1,2,2,A,1,0,Withdrawn,Inactive,3000
TH107156A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH12326U,Utility models,3,1,5,A,1,0,Granted,Active,3000
TH147838A,Applications,1,1,3,C,1,0,Examining,Pending,3000
TH152814A,Applications,1,1,16,A,1,0,Examining,Pending,3000
TH146353A,Applications,1,1,7,A,1,0,Withdrawn,Inactive,3000
TH120270A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH146342A,Applications,1,1,9,A,1,0,Withdrawn,Inactive,3000
TH149459A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH12596U,Utility models,2,2,5,A,1,0,Granted,Active,3000
TH158372A,Applications,1,1,6,C,1,0,Published,Pending,3000
TH163774A,Applications,2,1,1,A,1,0,Examining,Pending,3000
TH163987A,Applications,1,1,2,C,1,0,Examining,Pending,3000
TH161408A,Applications,2,1,8,F,1,0,Examining,Pending,3000
TH166867A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH163854A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH151463A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH141465A,Applications,1,1,10,A,1,0,Examining,Pending,3000
TH107951A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH148537A,Applications,1,1,6,A,1,0,Withdrawn,Inactive,3000
TH151490A,Applications,1,1,14,C,1,0,Published,Pending,3000
TH155672A,Applications,1,1,10,A,1,0,Published,Pending,3000
TH163779A,Applications,1,1,5,A,1,0,Examining,Pending,3000
TH145235A,Applications,1,1,5,C,1,0,Withdrawn,Inactive,3000
TH147239A,Applications,1,1,2,C,1,0,Examining,Pending,3000
TH148863A,Applications,1,1,20,A,1,0,Examining,Pending,3000
TH120990A,Applications,2,2,6,C,1,0,Examining,Pending,3000
TH166375A,Applications,2,1,12,A,1,0,Published,Pending,3000
TH154103A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH146949A,Applications,2,1,5,A,1,0,Examining,Pending,3000
TH159849A,Applications,1,1,3,A,1,0,Examining,Pending,3000
TH118867A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH10067U,Utility models,3,1,1,A,1,0,Granted,Active,3000
TH169362A,Applications,2,2,1,A,1,0,Examining,Pending,3000
TH11354U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH147237A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH142626A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH155117A,Applications,1,2,1,A,1,0,Examining,Pending,3000
TH160778A,Applications,2,1,1,A,1,0,Examining,Pending,3000
TH161442A,Applications,1,1,6,A,1,0,Examining,Pending,3000
TH165174A,Applications,1,1,6,A,1,0,Published,Pending,3000
TH158869A,Applications,1,1,8,A,1,0,Published,Pending,3000
TH170759A,Applications,1,2,12,A,1,0,Examining,Pending,3000
TH147961A,Applications,1,2,3,A,1,0,Examining,Pending,3000
TH12152U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH146405A,Applications,1,1,3,A,1,0,Withdrawn,Inactive,3000
TH132125A,Applications,1,1,4,C,1,0,Examining,Pending,3000
TH114217A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH153666A,Applications,2,1,1,F,1,0,Examining,Pending,3000
TH152559A,Applications,2,1,2,A,1,0,Examining,Pending,3000
TH146085A,Applications,1,2,4,A,1,0,Examining,Pending,3000
TH148752A,Applications,1,1,12,A,1,0,Examining,Pending,3000
TH11495U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH162102A,Applications,1,1,6,A,1,0,Published,Pending,3000
TH140741A,Applications,2,1,4,F,1,0,Examining,Pending,3000
TH10913U,Utility models,2,1,5,A,1,0,Granted,Active,3000
TH151423A,Applications,1,1,6,A,1,0,Published,Pending,3000
TH152706A,Applications,1,1,1,C,1,0,Withdrawn,Inactive,3000
TH164776A,Applications,1,1,12,A,1,0,Examining,Pending,3000
TH154276A,Applications,2,1,13,B,1,0,Published,Pending,3000
TH163130A,Applications,2,1,1,A,1,0,Withdrawn,Inactive,3000
TH155033A,Applications,31,1,6,B,1,0,Examining,Pending,3000
TH147957A,Applications,1,1,4,A,1,0,Published,Pending,3000
TH168737A,Applications,1,1,1,A,1,0,Published,Pending,3000
TH164777A,Applications,1,1,2,A,1,0,Examining,Pending,3000
TH128488A,Applications,1,2,3,C,1,0,Examining,Pending,3000
TH11247U,Utility models,2,1,2,A,1,0,Granted,Active,3000
TH150709A,Applications,1,1,6,A,1,0,Published,Pending,3000
TH167712A,Applications,1,2,6,A,1,0,Examining,Pending,3000
TH156065A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH137885A,Applications,1,1,1,C,1,0,Withdrawn,Inactive,3000
TH149612A,Applications,2,1,1,A,1,0,Published,Pending,3000
TH150809A,Applications,1,1,10,A,1,0,Examining,Pending,3000
TH170872A,Applications,1,2,7,C,1,0,Examining,Pending,3000
TH11793U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH147893A,Applications,1,1,7,C,1,0,Published,Pending,3000
TH147020A,Applications,1,1,4,C,1,0,Examining,Pending,3000
TH137293A,Applications,1,1,22,A,1,0,Withdrawn,Inactive,3000
TH137970A,Applications,1,3,5,A,1,0,Examining,Pending,3000
TH160535A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH11956U,Utility models,3,1,5,C,1,0,Granted,Active,3000
TH152287A,Applications,5,1,1,A,1,0,Examining,Pending,3000
TH159817A,Applications,2,1,1,A,1,0,Withdrawn,Inactive,3000
TH153653A,Applications,2,1,1,F,1,0,Examining,Pending,3000
TH12182U,Utility models,2,3,4,A,1,0,Granted,Active,3000
TH160748A,Applications,1,1,22,C,1,0,Examining,Pending,3000
TH146424A,Applications,1,1,2,C,1,0,Examining,Pending,3000
TH10159U,Utility models,2,1,2,A,1,0,Granted,Active,3000
TH146350A,Applications,1,1,17,A,1,0,Withdrawn,Inactive,3000
TH127897A,Applications,2,1,1,A,1,0,Examining,Pending,3000
TH168993A,Applications,1,1,9,C,1,0,Examining,Pending,3000
TH147019A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH11975U,Utility models,2,1,3,A,1,0,Granted,Active,3000
TH12276U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH11008U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH151661A,Applications,1,1,10,A,1,0,Published,Pending,3000
TH165760A,Applications,1,1,9,A,1,0,Examining,Pending,3000
TH149823A,Applications,1,1,10,A,1,0,Published,Pending,3000
TH160734A,Applications,1,1,12,A,1,0,Examining,Pending,3000
TH167260A,Applications,1,1,2,A,1,0,Published,Pending,3000
TH147221A,Applications,1,1,8,A,1,0,Published,Pending,3000
TH9532U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH163397A,Applications,1,1,4,C,1,0,Granted,Active,3000
TH160171A,Applications,1,1,4,C,1,0,Published,Pending,3000
TH157490A,Applications,2,1,8,F,1,0,Published,Pending,3000
TH141593A,Applications,1,7,1,C,1,0,Examining,Pending,3000
TH167899A,Applications,1,1,12,C,1,0,Published,Pending,3000
TH169547A,Applications,1,2,4,A,1,0,Examining,Pending,3000
TH137939A,Applications,2,1,1,A,1,0,Withdrawn,Inactive,3000
TH166003A,Applications,1,1,8,A,1,0,Published,Pending,3000
TH151651A,Applications,1,1,10,A,1,0,Examining,Pending,3000
TH139655A,Applications,2,1,5,A,1,0,Examining,Pending,3000
TH153603A,Applications,1,1,2,C,1,0,Examining,Pending,3000
TH168744A,Applications,1,1,12,C,1,0,Examining,Pending,3000
TH155655A,Applications,1,2,4,A,1,0,Examining,Pending,3000
TH11898U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH144469A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH155620A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH152938A,Applications,2,1,6,F,1,0,Published,Pending,3000
TH155169A,Applications,1,2,4,C,1,0,Examining,Pending,3000
TH138870A,Applications,1,1,1,C,1,0,Withdrawn,Inactive,3000
TH164181A,Applications,1,1,6,A,1,0,Examining,Pending,3000
TH151503A,Applications,1,1,5,A,1,0,Examining,Pending,3000
TH151528A,Applications,1,1,6,C,1,0,Published,Pending,3000
TH142289A,Applications,1,2,5,A,1,0,Examining,Pending,3000
TH167750A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH149054A,Applications,2,1,1,A,1,0,Withdrawn,Inactive,3000
TH159850A,Applications,1,1,5,A,1,0,Examining,Pending,3000
TH152512A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH157535A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH167821A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH148861A,Applications,2,1,4,A,1,0,Examining,Pending,3000
TH154781A,Applications,1,1,12,A,1,0,Published,Pending,3000
TH165899A,Applications,2,1,4,F,1,0,Examining,Pending,3000
TH163247A,Applications,1,1,-,A,1,0,Published,Pending,3000
TH135085A,Applications,2,1,1,A,1,0,Withdrawn,Inactive,3000
TH151477A,Applications,1,1,6,C,1,0,Published,Pending,3000
TH147015A,Applications,1,1,8,C,1,0,Examining,Pending,3000
TH10121U,Utility models,2,1,9,A,1,0,Expired,Inactive,3000
TH148166A,Applications,1,1,1,A,1,0,Withdrawn,Inactive,3000
TH146958A,Applications,1,1,3,A,1,0,Examining,Pending,3000
TH167907A,Applications,1,1,8,C,1,0,Examining,Pending,3000
TH163999A,Applications,1,1,6,A,1,0,Examining,Pending,3000
TH163054A,Applications,1,2,9,A,1,0,Examining,Pending,3000
TH126342A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH136444A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH10557U,Utility models,2,1,8,C,1,0,Granted,Active,3000
TH148750A,Applications,1,1,40,A,1,0,Examining,Pending,3000
TH137992A,Applications,3,1,1,A,1,0,Withdrawn,Inactive,3000
TH151616A,Applications,1,2,4,A,1,0,Examining,Pending,3000
TH74910A,Applications,9,1,1,A,1,0,Examining,Pending,3000
TH156826A,Applications,1,2,5,C,1,0,Published,Pending,3000
TH151333A,Applications,1,1,20,A,1,0,Examining,Pending,3000
TH159840A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH153203A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH166347A,Applications,1,1,6,A,1,0,Examining,Pending,3000
TH163772A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH151327A,Applications,1,1,10,C,1,0,Examining,Pending,3000
TH147907A,Applications,1,2,4,A,1,0,Examining,Pending,3000
TH160163A,Applications,1,1,12,A,1,0,Published,Pending,3000
TH146978A,Applications,1,1,4,C,1,0,Examining,Pending,3000
TH146821A,Applications,1,1,5,C,1,0,Examining,Pending,3000
TH153681A,Applications,2,1,1,A,1,0,Withdrawn,Inactive,3000
TH118289A,Applications,1,1,21,F,1,0,Examining,Pending,3000
TH148854A,Applications,2,1,6,A,1,0,Examining,Pending,3000
TH157716A,Applications,1,1,6,C,1,0,Published,Pending,3000
TH140679A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH167283A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH161448A,Applications,1,1,6,A,1,0,Published,Pending,3000
TH155648A,Applications,1,1,3,C,1,0,Examining,Pending,3000
TH163082A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH170753A,Applications,1,1,6,A,1,0,Examining,Pending,3000
TH149337A,Applications,1,1,4,A,1,0,Published,Pending,3000
TH165354A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH167345A,Applications,1,1,14,C,1,0,Examining,Pending,3000
TH164220A,Applications,2,1,14,A,1,0,Published,Pending,3000
TH123965A,Applications,1,1,6,A,1,0,Granted,Active,3000
TH166660A,Applications,1,1,6,C,1,0,Published,Pending,3000
TH147291A,Applications,1,1,2,C,1,0,Examining,Pending,3000
TH158820A,Applications,2,1,1,A,1,0,Withdrawn,Inactive,3000
TH155630A,Applications,1,1,5,A,1,0,Examining,Pending,3000
TH163775A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH159884A,Applications,1,1,1,C,1,0,Published,Pending,3000
TH156866A,Applications,1,1,7,C,1,0,Examining,Pending,3000
TH147971A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH150737A,Applications,3,1,10,A,1,0,Examining,Pending,3000
TH155646A,Applications,1,1,9,C,1,0,Published,Pending,3000
TH154119A,Applications,1,1,1,A,1,0,Published,Pending,3000
TH110906A,Applications,1,1,2,C,1,0,Withdrawn,Inactive,3000
TH138073A,Applications,1,1,2,C,1,0,Examining,Pending,3000
TH100170A,Applications,1,2,3,C,1,0,Examining,Pending,3000
TH10800U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH146845A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH170568A,Applications,1,1,8,C,1,0,Examining,Pending,3000
TH113479A,Applications,1,1,7,C,1,0,Examining,Pending,3000
TH152440A,Applications,1,1,7,A,1,0,Published,Pending,3000
TH151694A,Applications,1,1,9,A,1,0,Examining,Pending,3000
TH11093U,Utility models,2,1,1,A,1,0,Granted,Active,3000
TH159961A,Applications,1,1,3,C,1,0,Examining,Pending,3000
TH159827A,Applications,1,1,4,C,1,0,Published,Pending,3000
TH162164A,Applications,1,2,4,A,1,0,Examining,Pending,3000
TH147275A,Applications,1,1,4,C,1,0,Examining,Pending,3000
TH151571A,Applications,1,1,4,A,1,0,Published,Pending,3000
TH148564A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH150721A,Applications,1,1,1,A,1,0,Examining,Pending,3000
TH9653U,Utility models,2,1,4,A,1,0,Granted,Active,3000
TH151629A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH170138A,Applications,2,1,6,A,1,0,Published,Pending,3000
TH131045A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH135163A,Applications,1,1,10,A,1,0,Examining,Pending,3000
TH155695A,Applications,2,1,1,A,1,0,Published,Pending,3000
TH151593A,Applications,1,1,8,A,1,0,Published,Pending,3000
TH163164A,Applications,1,1,6,A,1,0,Published,Pending,3000
TH147707A,Applications,1,2,6,C,1,0,Examining,Pending,3000
TH158857A,Applications,1,1,14,A,1,0,Published,Pending,3000
TH161376A,Applications,1,1,4,C,1,0,Examining,Pending,3000
TH170351A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH146018A,Applications,1,1,8,C,1,0,Examining,Pending,3000
TH121459A,Applications,1,1,4,A,1,0,Examining,Pending,3000
TH93971A,Applications,1,1,1,B,1,0,Examining,Pending,3000
TH132126A,Applications,1,2,12,A,1,0,Examining,Pending,3000
TH149342A,Applications,1,1,8,A,1,0,Examining,Pending,3000
TH149429A,Applications,1,2,2,A,1,0,Examining,Pending,3000
TH146560A,Applications,1,1,6,A,1,0,Published,Pending,3000
TH162410A,Applications,1,1,1,C,1,0,Examining,Pending,3000
TH166379A,Applications,1,1,12,C,1,0,Examining,Pending,3000
TH147125A,Applications,1,1,1,C,1,0,Withdrawn,Inactive,3000
TH148330A,Applications,1,1,6,C,1,0,Examining,Pending,3000
TH148167A,Applications,1,1,1,A,1,0,Withdrawn,Inactive,3000
TH137778A,Applications,1,2,6,C,1,0,Examining,Pending,3000
TH162446A,Applications,2,1,2,A,1,0,Examining,Pending,3000
TH147970A,Applications,1,1,2,C,1,0,Published,Pending,3000
TH160508A,Applications,1,1,8,A,1,0,Published,Pending,3000
